Λήμμα,Επεξήγηση,Άρθρο
Σπάρτο,Είδος χόρτου με μακριά και μυτερά φύλλα .,sing.N
Σπάσο,Περίπατος,sing.N
Σπάτσα,Ξεπούλημα,plur.N
Σπέδισμα,Τρίκλισμα.,sing.N
Σπέδισμα,Σκόνταψα.,sing.N
Σπέδισμα,Σχοινί που έδεναν τα δύο πόδια του ζώου για να μην μπορεί να φύγει.,sing.N
Σπέζα,"Προμήθειες φαγητού, ψώνια",sing.F
Σπέκιο,Ταμπλάς ξύλινης πόρτας,sing.N
Σπέουλο,Ανάχωμα.,sing.N
Σπέτζιο,Παρουσιαστικό,sing.N
Σπήλιοι,-,plur.M
Σπίγγος,"Ο Σπίνος, πουλί με χονδρό κεφάλι και μύτη στο μέγεθος του χελιδονιού. Λαλεί τρίτος το πρωί όταν έχουν σηκωθεί όλα τα πουλιά.",sing.M
Σπίγολο,Η γωνία ενός τοίχου ή ενός αντικειμένου,sing.N
Σπίλα,Γυναικεία διακοσμητική καρφίτσα,sing.F
Σπίν ντε πέσε,Τοποθέτηση τούβλου η ξύλινου πατώματος «ψαροκόκαλο»,sing.N
Σπίρτο,Οινόπνευμα,sing.N
Σπίτσα,"Μανία, Βιασύνη.",sing.F
Σπίτσερος,Μανιακός,sing.M
Σπαβέντο,"Ξάφνισμα, ταραχή.",sing.N
Σπαβεντάρω,Αιφνιδιάζω,null
Σπαγαδιέρης,Ριψοκίνδυνος,sing.M
Σπαγαδιές,Επικίνδυνα καμώματα.,plur.M
Σπακάδα,Χτυπητή παρουσία.,sing.F
Σπακάδα,Περιπαιχτική διάθεση.,sing.F
Σπαλέτα,Είδος εσάρπας,sing.F
Σπαλέτο,Γείσο ανοίγματος,sing.N
Σπαλαβιέρης,Ειδικό μυστρί σοβατζή,sing.M
Σπανιάρω,Κλωτσάω.,null
Σπανιολέτα,Μεταλλικό περιστρεφόμενο στήριγμα παραθυρόφυλλου στηριγμένο στον τοίχο.,sing.F
Σπαράνιο,Στέρηση,sing.N
Σπαραβιέρος,Η ξύλινη επίπεδη πλάκα που χρησιμοποιεί ο σοβατζής για να βάζει τη λάσπη.,sing.M
Σπαρανιάρω,Εξοικονομώ,null
Σπαρτίλας,Τόπος γεμάτος με σπάρτα.,sing.M
Σπαρτσίνα,Σχοινί.,sing.F
Σπατσάρω,Ξεπουλώ και φεύγω.,null
Σπατσακαμίνος,Καπνοδοχοκαθαριστής,sing.M
Σπεζάρω,"Συντηρώ, ξοδεύω",null
Σπεντζαριόλα,Εργαλείο πλάνης ξυλουργού για την δημιουργία αυλάκωσης στο ξύλο,sing.F
Σπερλάδος,Τρελαμένος - πειραγμένος στο μυαλό.,sing.M
Σπερνά,Κόλλυβα του εσπερινού.,plur.N
Σπερνόζουμο,Ζουμί από κόλλυβα.,sing.N
Σπερτσόζιτο,Βρισιά προς μία γυναίκα.,null
Σπετσαδούρα,«Σπάσιμο» γωνιάς ξύλινης κατασκευής,sing.F
Σπετσερικό,Αρωματικό φυτό για το φαγητό,sing.N
Σπετσιέρης,Φαρμακοποιός,sing.M
Σπετσιό,Κάποιο είδος που το χρησιμοποιούμε για να περάσει η ώρα.,sing.N
Σπιάντζα,"Ακτή, αμμουδιά",sing.F
Σπιανάδα,Το τμήμα της πλατείας μπροστά στο παλάτι.,sing.F
Σπιθουρί,Σπυράκι.,sing.N
Σπινέτο,Το μυτερό μουσάκι.,sing.N
Σπιρτόζος,Έξυπνος,sing.M
Σπιτάλι,Νοσοκομείο,sing.N
Σπιτσίζει,Ταλαντεύεται.,null
Σπιτσερικά,Μπαχαρικά,plur.N
Σπιτσεριό,Φαρμακείο,sing.N
Σπιτσιφικάρω,"Δηλώνω, Καθορίζω",null
Σπλέντητος,Ανοιχτοχέρης,sing.M
Σπλίθρα,Οπτόπλινθος.,sing.F
Σπλενίζομαι,Χάνω την ισορροπία μου.,null
Σπλονίζω,Παραπατάω.,null
Σπλόνος,Φυτό με ναρκωτικές ιδιότητες.,sing.M
Σπολάτι,Συγχώρεση.,sing.N
Σπονδή,Ξίνισμα κρασιού.,sing.F
Σπονδή,Ξίνισε,sing.F
Σποντάδα,Ξίνισε,sing.F
Σπουρτζίνα,Μεγάλος θυμός,sing.F
Σπόρκες,Επικίνδυνες,plur.M
Σπόρτο,Προεξοχή επίπλου,sing.N
Στάγκα,Τα ξύλα του κάρου που έδεναν το άλογο.,plur.N
Στάμπελε,"Σταθερός, ακίνητος",null
Στάμπιλε,Η ακίνητη περιουσία,sing.N
Στάμπο,Πατρόν,sing.N
Στάνγκα,Τα ξύλα που αναμεσά τους είναι το ζώο που σέρνει το κάρο.,plur.N
Στάνκα,Τα μακριά ξύλα του κάρου στα οποία έδεναν το άλογο,plur.N
Στάντα,Διαίτα,sing.F
Στάντε,"Επειδή, ένεκα, λόγω του ότι",null
Στάτα,Οικονομική κατάσταση.,sing.F
Στέκα,Στάσου – Περίμενε.,null
Στίβα,Σωρός από ελαιόκαρπο.,sing.F
Στίμα,Υπόληψη,sing.F
Σταγόνια,-,plur.N
Στακοφίσι,Αποξηραμένος μπακαλιάρος που το είχαν τα καράβια για τα μακρινά ταξίδια. Μαγειρεύεται Μπιάνκο δηλ. με το ζουμί του και άσπρο πιπέρι ήλθε στην Κέρκυρα επί Αγγλοκρατίας,sing.N
Σταλίκι,Κυπαρισσόξυλο για σκεπή.,sing.N
Σταμπένε (είναι),"Εντάξει, εγκεκριμένο.",null
Σταμπίλια,Μακέτα,sing.F
Σταμπιλίρω,"Σφραγίζω, Οριστικοποιώ",null
Στανγκέτα,Μικρή μπάρα πόρτας.,sing.F
Στανιάρισε,Σταμάτησε η ροή κάποιου υγρού που έτρεχε λιγο λίγο.,null
Σταντάδα,Στολισμένο μαντήλι για το κεφάλι των γυναικών.,sing.F
Στατέρι,Είδος ζυγαριάς.,sing.N
Σταφέτας,Ταχυδρόμος,sing.M
Σταφνισμένος,Νοικοκυρεμένος.,sing.M
Σταχτοδευτέρα,Καθαρή Δευτέρα.,sing.F
Σταχτοπύρι,Σακουλάκι που έβαζαν ζεστή στάχτη και το δέναν γύρω από το λαιμό για το κρύωμα.,sing.N
Στελίτας,Νευρόπονος.,sing.M
Στεντάρω,Στερούμαι,null
Στεντάρωμαι,Ταράζομαι.,null
Στεφανίτες,Ράτσα μανιταριών.,plur.M
Στιά,Φωτιά,sing.F
Στιά,"Εστία, φωτιά",sing.F
Στιβάλι,Μπότα,sing.N
Στιβαλέτο,Μποτίνι.,sing.N
Στιβαλέτο,Γυναικεία κάλτσα μάλλινη και μακριά ως το γόνατο.,sing.N
Στιβοδονές,Σωροί από ελιές.,plur.M
Στιμάρω,Σέβομαι,null
Στιμάρω,Εκτιμώ της αξία πχ. ενός χωραφιού.,null
Στιμαδόρος,Εκτιμητής,sing.M
Στιμόνι,Κουβάρι με ψιλή μάλλινη κλωστή πλεξίματος.,sing.N
Στοκάδα,Ορμή.,sing.F
Στοκάδο,Χτυπητό.,sing.N
Στολέτα,Περσίδα,sing.F
Στονάρω,Φαλτσάρω στο τραγούδι,null
Στουδιάρω,Παρουσιάζω τα πράγματα όπως με βολεύει.,null
Στουκάρω,Στοκάρω,null
Στουκάρω,Στοκάρω,null
Στουπάτες,Κομπρέσες,plur.M
Στουπέτσι,Βερνίκι για άσπρα παπούτσια.,sing.N
Στουπίρω,Μένω έκπληκτος,null
Στουφάρω,Απεχθάνομαι.,null
Στούα,Αποπνικτική ατμόσφαιρα.,sing.F
Στούγα,Δύσπνοια.,sing.F
Στούκος,Στόκος.,sing.M
Στούκος,Βλάκας.,sing.M
Στούφα,Άσχημη μυρωδιά.,sing.F
Στούφος,"Δυσφορία, απέχθεια",sing.M
Στράιστο,Ταγάρι.,sing.N
Στράιστο,Είδος ταγαριού – κρεμαστής τσάντας από τον ώμο για μεταφορά φαγητού η διαφόρων πραγμάτων.,sing.N
Στράκος,Κατάκοπος – Ράκος,sing.M
Στράνιος,Παράξενος,sing.M
Στράντζο,Χονδροφτιαγμένο χαρτί περιτυλίγματος,sing.N
Στράτα,Δρόμος,sing.F
Στρέει (μου),Μου βγαίνει σε καλό.,null
Στρέμπελος,Άνθρωπος ανάποδος,sing.M
Στρέπετο,Θόρυβος,sing.N
Στρέπιτο,Φασαρία,sing.N
Στρέτος,Στενός,sing.M
Στρήνα,Μπουναμάς.,sing.F
Στρήνα,Είδος σκληρής πέτρας για το άναμμα της φωτιάς.,sing.F
Στρίγγα,Πηχάκι και γενικά το «κορδόνι» στις κατασκευές,sing.F
Στρίγκα,Λεπτή διακοσμητική λωρίδα ξύλου η σιδήρου.,sing.F
Στρίνα,Μποναμάς (=φιλοδώρημα) για τα κάλαντα.,sing.F
Στρίνκα,Επίμηκες πηχάκι που καλύπτει κενά στην κατασκευή επίπλων η άλλων κατασκευών,sing.F
Στρίνος,Κοφτερή και σκληρή πέτρα που έβγαζε σπίθες όταν την χτυπούσαν.,sing.M
Στρακέρντο,Στραβόξυλο - Κακόβουλος.,sing.N
Στρακώνει,Όταν κατακάθεται το χώμα.,null
Στραμπαλάδος,"Στραβόξυλο, παράξενος, ιδιότροπος",sing.M
Στραπάτσο,Μεγάλη ζημιά,sing.N
Στραπατσάρω,Καταστρέφω κάτι.,null
Στραπουντί,Στρώμα,sing.N
Στρατσί,Τσαλακωμένο ρούχο,sing.N
Στρατσόχαρτο,Μπακαλόχαρτο.,sing.N
Στρατόνα,Χωρίστρα μαλλιών.,sing.F
Στρατόνι,Μονοπάτι,sing.N
Στρατώνια,Δρομάκια.,plur.N
Στρεγκλεύω,Στραμπουλίζω,null
Στριγγοπούλι,Ράτσα νυχτόβιου αρπακτικού.,sing.N
Στριμανκίδι,Είδος σύκου για αποξήρανση.,sing.N
Στρινάρι,Σκληρή πέτρα που όταν την χτυπήσεις με κάτι σκληρό.,sing.N
Στρινάτσα,Πετρώδες έδαφος.,sing.F
Στρινές,Η περίοδος της αποκριάς.,plur.M
Στριντσέρω,Πιέζω,null
Στριτσέλια,Καβαλέτα μαραγκού.,plur.N
Στριφίγγουλο,Μπερδεμένο – στριφογυριστό.,sing.N
Στριφουλίδα,Στροφή - στρίψιμο.,sing.F
Στρονίζω,Δεν κάθομαι ήσυχος – κάθομαι νευρικά στην καρέκλα.,null
Στρούδι,Στρείδι,sing.N
Στρούδι,Μεταλλικό στήριγμα στροφείου στο κάτω μέρος σιδερένιας εξώπορτας (στρείδι).,sing.N
Στρούνος,Το ψαρόνι αποδημητικό πουλί,sing.M
Στρωνίζω,Στριφογυρίζω στο κρεββάτι.,null
Στρωνίζω,Στριφογυρίζω ανήσυχα.,null
Στρόμπος,Σχοινί του κουπιού.,sing.M
Στρόντζος,Ξεραμένο κόπρανο,sing.M
Στόκωνε,Έκλεινε,null
Στόρια,"Ιστορία, αφήγηση.",sing.F
Στότιμο (είναι),Ετοιμοθάνατο,null
Συδάυλιστρο,Εργαλείο του τζακιού για το ανακάτεμα του κάρβουνου.,sing.N
Συκεριά,Συκιά.,sing.F
Συκομαϊδα,Πίτα από σύκα με αλκοόλ και μπαχαρικά.,sing.F
Συμπράγαλα,Διάφορα εργαλεία η αντικείμενα.,plur.N
Συνάπι,Ήμερο λάχανο.,sing.N
Συναγώι,Εβραική συναγωγή.,sing.N
Συνασκάλα,Συνομήλικη.,sing.F
Συνδαυλίζω,Σκαλίζω τη φωτιά.,null
Συνεμπήκε,Μπήκε στο μυαλό μου.,null
Συντρέχω,Βάζω υποψηφιότητα.,null
Συρμοί,Επιδημίες.,plur.M
Συφοριάζω,Καταστρέφω – προκαλώ συμφορά.,null
Συφτάκω,Προλάβω.,null
Σφάλισα,Έκλεισα ερμητικά το σπίτι.,null
Σφέζα,Ρωγμή,sing.F
Σφίγλα,Διακοσμητική καρφίτσα που στερέωναν οι γυναίκες την μπόλια.,sing.F
Σφαγιό,Πόνος - Σφάχτης.,sing.N
Σφαλάγγι,Μικρή αράχνη,sing.N
Σφαλί,Αυτοσχέδιο πώμα μπουκαλιού.,sing.N
Σφαλαγγονιά,Φωλιά αράχνης.,sing.F
Σφαλιά,Δύσβατο μέρος με πολλή βλάστηση.,sing.F
Σφατσέλο,Καταστροφή,sing.N
Σφογγίζω,Καθαρίζω από κάτι υγρό.,null
Σφογγολάμπα,Πετσέτα προσώπου.,sing.F
Σφοδόνα,Ο γύρος του αλωνιού.,sing.F
Σφοντήλι,Εργαλείο για την δημιουργία μάλλινης κλωστής.,sing.N
Σφοντύλι,Εργαλείο για την κατεργασία του μαλλιού.,sing.N
Σφορδίνη,Το προφυλακτικό.,sing.F
Σφυρίδα,Εργαλείο του ελαιοτριβείου στρογγυλό και επίπεδο πλέγμα από χονδρές ίνες διαμέτρου 60 εκατοστών περίπου που λειτουργεί ως φίλτρο.,sing.F
Σχίζες,Σχισμένα ξύλα για τη φωτιά.,plur.M
Σωκάρδι,Ρούχο της γυναικείας παραδοσιακής στολής. Σαν την καμιζιόλα αλλά ανοιχτό στο πέτο.,sing.N
Σόλδιο,Νόμισμα ενετικής περιόδου ίσο με μισό Μαρτσέλο.,sing.N
Σόλεβο,Ανακούφιση,sing.N
Σόλικος,Εύκολος,sing.M
Σόλιο,Παιχνίδι τράπουλας.,sing.N
Σόμπαχο,Τα μέσα κλαριά του δένδρου.,sing.N
Σόντοβέστα,Γυναικείο εσώρουχο - Κομπινεζόν.,sing.F
Σόρδολο Αμπιτάντε,Ερωτική συνεύρεση στην σοφίτα.,null
Σόρτας (τσι),Πρόχειρο,null
Σόρτε (καλό),Καλή τύχη,null
Σόστιμα,Αντικατάσταση,sing.F
Σότος,"Υποδεέστερος, κατώτερος",sing.M
Σύθαμπα,Χαράματα.,null
Σύρτσιτο,Σύρε της το - Πήγαινέ της το.,null
Σύσκαρος,"Όλος μαζί, μονοκόμματος.",sing.M
Σύσκοτα,Συσκότιση.,plur.N
Σώρουχο,Εσώρουχο της παραδοσιακής γυναικείας στολής. Έφτανε μέχρι τα γόνατα και έδενε με λουρίδες πάνινες.,sing.N
Σώχωρο,Ανοιχτός σκεπαστός χώρος στην είσοδο του σπιτιού.,sing.N
Τάγγι,Δοχείο για μεταφορά λαδιού.,sing.N
Τάγιο,"Κόψιμο, κοπή.",sing.N
